claim_id,family,case_id,claim,source_organization,source_team,source_title,source_url,published,source_type,status,confidence,independently_verified,evidence_tags,related_evidence_ids,derives_from,notes,retrieval_date_utc,cutoff_applies
RAT-CLAIM-0011,RatHat,RAT,C2 uses HTTP register + WebSocket heartbeats with HMAC-SHA256; endpoints include /api/node/register and /api/data/credentials among others.,Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,C2,,,,2026-09-19T18:00:00Z,true
RAT-CLAIM-0012,RatHat,RAT,zLabs links operators as appearing to operate in China; not a named APT attribution in this corpus.,Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,attribution,,,Report as Zimperium assessment only.,2026-09-19T18:00:00Z,true
RAT-CLAIM-0013,RatHat,RAT,Accessibility-driven Wireless Debugging enablement plus libadb-android self-pairing yields ADB shell context as UID 2000 without an external computer.,Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,ADB-shell|UID-2000,,RAT-CLAIM-0002,Shell-context track; not Linux desktop malware.,2026-09-19T20:00:00Z,true
RAT-CLAIM-0014,RatHat,RAT,Go agent staged as /data/local/tmp/liblocal-service.so; FRP client staged as /data/local/tmp/frpc (from masqueraded libmedia_codec.so).,Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,staging-path|frpc,,RAT-CLAIM-0004,Path-level refinement of privileged-agent staging.,2026-09-19T20:00:00Z,true
RAT-CLAIM-0015,RatHat,RAT,"From shell context the Go agent runs dumpsys deviceidle whitelist, am set-standby-bucket, pm disable-user/uninstall/install/grant, and settings put secure to manage Doze, packages, and Accessibility persistence.",Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,shell-commands|persistence,,,Android shell utilities on Linux-kernel-backed device.,2026-09-19T20:00:00Z,true
RAT-CLAIM-0016,RatHat,RAT,"RatHat is Android malware that obtains ADB shell context and interacts with Linux-kernel-backed interfaces (/data/local/tmp, /dev/input/*, getevent); it must not be classified as Linux desktop malware.",Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,classification|wording-rule,,,ETW wording discipline grounded in primary architecture.,2026-09-19T20:00:00Z,true
RAT-CLAIM-0017,RatHat,RAT,Zimperium published a RatHat IOC repository tree (2026-09-RatHat) containing APK SHA-256 lists plus C2 and phishing URL lists; ETW ingested metadata only and marks indicators UNVERIFIED pending passive checks.,Zimperium,IOC,Zimperium/IOC 2026-09-RatHat,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09,PRIMARY,PRIMARY_SOURCE,Moderate,false,IOC-repo|UNVERIFIED,,,PRIMARY metadata source; no malware download. independently_verified remains false.,2026-09-19T20:00:00Z,true
RAT-CLAIM-0018,RatHat,RAT,"Accessibility automation engine is named SystemHelperService; after Accessibility grant it unlocks Developer Options, enables Wireless Debugging, and scrapes pairing code/port.",Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,SystemHelperService|Accessibility,PS-RAT-001,RAT-CLAIM-0002,Class name SystemHelperService; do not confuse with OEM Qualcomm SystemHelper packages.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0019,RatHat,RAT,PIN/pattern reconstruction uses locateValues.json (brand keypad/pattern geometries) and tags recovered credentials as PASSWORD_QUALITY_TOUCH_POINTS via Point/DotAlign helpers.,Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,locateValues.json|hardware-input,PS-RAT-001,RAT-CLAIM-0009,Artifact filename is an architectural IOC; sample bytes not acquired.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0020,RatHat,RAT,"FRP client is based on fatedier/frp (frpc); Go agent fetches FrpsAddr, FrpsPort, and FrpsToken from C2 via main.fetchFrpcConfigFromServer before establishing reverse tunnel.",Zimperium,zLabs,RatHat: AI-Powered Mobile Threat is Here for Your Credentials & Bank Accounts,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-16,PRIMARY,PRIMARY_SOURCE,High,false,FRP|C2-config,PS-RAT-001,RAT-CLAIM-0003,FRP host values are runtime-fetched; not hardcoded in article body.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0021,RatHat,RAT,"Zimperium IOC repo 2026-09-RatHat publishes 162 APK SHA-256 values plus C2/phishing URL lists (apks.csv, c2.csv, phishing.csv); repo listing contains no package names or signing certificates.",Zimperium,IOC,Zimperium/IOC 2026-09-RatHat,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09,PRIMARY,PRIMARY_SOURCE,High,false,IOC-repo|hashes|no-package-names,PS-RAT-001,RAT-CLAIM-0017,Metadata-only harvest; APKs not downloaded. Gap: applicationId/signing cert still unpublished in these CSVs.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0022,RatHat,RAT,"ETW urlscan passive search found public scans for fegrs.adidasabc.com (8.231.120.246 AS396982 IN nginx), admin.xiongmaocs.help (186.240.200.23 AS4907 SG nginx), and kingbss.com (188.114.97.3 AS13335 Cloudflare); RatHat API path query strings returned zero urlscan hits.",ETW,passive,urlscan.io search (deep-pass 2026-09-19),https://urlscan.io/search/#domain:adidasabc.com,2026-09-19,PASSIVE,OBSERVED_PASSIVE,Moderate,true,urlscan|C2-hosting,,RAT-CLAIM-0021,Hosting observation only — not actor ownership. API path strings had total=0.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0023,RatHat,RAT,"CT logs show certificates for admin.fjbjwgyuyftg.qpon (2), admin.niaotong2.top (8), kingbss.com (4), tmgg01.top (3), and primevoria.com (7); most other Zimperium-listed RatHat C2 apex domains returned cert_count=0 at query time.",ETW,passive,crt.sh CT deep-pass,https://crt.sh/?q=niaotong2.top&output=json,2026-09-19,PASSIVE,OBSERVED_PASSIVE,High,true,CT|certificates,,RAT-CLAIM-0021,OBSERVED_PASSIVE certificate presence only; not attribution.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0024,RatHat,RAT,Google Android Security Bulletin index and Google security blog Wireless Debugging search (2026-09-19) did not surface an official Play Protect/ASB write-up naming RatHat-style on-device ADB self-pairing; technique comparison remains via independent vendor primaries (ToxicPanda/RedHook) as COMMON TECHNIQUE only.,ETW,passive,Android ASB index + Google security blog search,https://source.android.com/docs/security/bulletin,2026-09-19,PASSIVE,OBSERVED_PASSIVE,Moderate,true,technique-comparison|Play-Protect-gap,,RAT-CLAIM-0013,Negative search result — do not invent Google advisory. Case isolation preserved vs ToxicPanda/RedHook.,2026-09-19T19:05:00Z,true
RAT-CLAIM-0025,RatHat,RAT,MalwareBazaar and VirusTotal authenticated/public APIs returned Unauthorized/401 for RatHat hash metadata queries; APK applicationId and signing certificate remain unpublished in reachable unauthenticated sources.,ETW,passive,MalwareBazaar/VT metadata gap,https://mb-api.abuse.ch/api/v1/,2026-09-19,PASSIVE,UNVERIFIED,Low,false,sample-metadata-gap,,RAT-CLAIM-0021,Recorded as gap; no package names fabricated.,2026-09-19T19:05:00Z,true
