claim_id,family,case_id,claim,source_organization,source_team,source_title,source_url,published,source_type,status,confidence,independently_verified,evidence_tags,related_evidence_ids,derives_from,notes,retrieval_date_utc,cutoff_applies
RAP-CLAIM-0011,Rapuncel,RAP,Rapuncel stealer SHA-256 aefbc6e04320e9a0e80f2323f8a897c4fdb222a37b0b87d76e850109decbfadd.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,ioc|stealer,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0012,Rapuncel,RAP,Alinubx.sys SHA-256 611b3ba687b7f46319a19609605ddfe5225e6d85277d8e923eea3fdb6f7b5b61 is the kernel AV killer.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,ioc|driver|Alinubx,SOURCE-RAP-001,,Also listed in eSentire Cruciferra IOC table as Alinubx.sys.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0013,Rapuncel,RAP,Browser injection DLL SHA-256 75018b06c7105a1dca391805d17b402aed35ebd515b92d461236eafbd606cb40.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,ioc|browser,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0014,Rapuncel,RAP,ProtectR3.dll x64 unpacked SHA-256 26db14b956e33f69b3397a36387d32e01eb63613acff91069dc76b6ed7de45a8 present inside driver; injection not activated in this deployment.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,ioc|rootkit-helper,SOURCE-RAP-001,,Capability present but unconfigured.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0015,Rapuncel,RAP,Alinubx dropped as nvfsflt64.sys / NvFsFilter NVIDIA-style service; terminates 145 AV/EDR process names via ObOpenObjectByPointer KernelMode + ZwTerminateProcess.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,driver|defense-evasion|PPL,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0016,Rapuncel,RAP,"Alinubx is identity-swapped CcProtect.sys (CnCrypt v1.32, Henan Dafeng); OriginalFilename changed; same kill IOCTL 0x222024 primitive.",LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,driver|CcProtect|BYOVD,SOURCE-RAP-001,,signed/attested != safe.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0017,Rapuncel,RAP,Alinubx WHCP signature timestamp March 2023; VT 0/72 on 2026-08-20 (unchanged since 2025-07); not on MS vulnerable-driver blocklist at publication.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,driver|trust-chain,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0018,Rapuncel,RAP,Delphos checked 18 public BYOVD drivers + CcProtect + Alinubx against DriverPolicy_Enforced.xml (2026-08-20): 0/20 SHA-256 matches.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,driver|blocklist-gap,SOURCE-RAP-001,,Identity-based blocking limitation.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0019,Rapuncel,RAP,Delphos assesses with HIGH confidence vsdbg.dll was produced by Cruciferra PUROSANGUE or close derivative; string C:\ExploitTests\purosangue.tx present.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,track:cruciferra|loader|RAP-H-CRY,SOURCE-RAP-001,,Do not credit stealer authors with crypter features.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0020,Rapuncel,RAP,"Rapuncel collects 25+ browsers, 30+ wallets, Discord/Steam/Telegram, Credential Manager, password/seed/wallet/recovery docs, screenshots; exfils to 2.26.126.50 as HTTP-over-raw-TCP.",LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,stealer|c2,SOURCE-RAP-001,,Loader/driver do not C2 in this deployment.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0021,Rapuncel,RAP,Browser ABE: injects helper into Chrome/Edge and calls Elevation Service DecryptData from inside browser process.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,browser|ABE,SOURCE-RAP-001,,Prefer 'researchers reported' wording for bypass claims.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0022,Rapuncel,RAP,passathook-cs2 lure brand appears in both Rapuncel albinofennel URL data and Trend Micro BoryptGrab IOC file.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,lineage|BoryptGrab,SOURCE-RAP-001,,Primary observed link.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0023,Rapuncel,RAP,"Shared artifacts with BoryptGrab: UserInformation.txt BUILD NAME, installed_applications.txt, misspelled Filegraber directory, similar collection targets, Chrome Elevation Service workflow, oversized ZIP padding.",LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,Moderate,false,lineage|BoryptGrab,SOURCE-RAP-001,,Strong lineage signals; not byte-identical.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0024,Rapuncel,RAP,Delphos assesses Rapuncel is BoryptGrab-related variant/sibling with MODERATE confidence; insufficient evidence same campaign/operator; no shared C2; Alinubx absent from TM BoryptGrab reporting.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,Moderate,false,lineage|BoryptGrab,SOURCE-RAP-001,,Keep probabilistic.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0025,Rapuncel,RAP,LastPass systems/services/customer vaults were not compromised; GitHub is not an official LastPass Authenticator channel.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,scope,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0026,Rapuncel,RAP,"Driver broader features (file/registry hiding, ProtectR3 injection, WFP redirect) require Alinubx.ccf; not activated in this deployment.",LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,driver|capability-vs-active,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0027,Rapuncel,RAP,MSRC (2026-08-19) said Alinubx behavior is not a Microsoft-owned vulnerability; directed to WDSI blocklist channel; still not blocklisted at publication.,LastPass,TIME + Delphos Labs,"Threat Intel | One Kit, Forty Companies: How a Malware-as-a-Service Platform Used GitHub as a Distribution Network for its Campaign",https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,2026-09-17,PRIMARY,PRIMARY_SOURCE,High,false,driver|disclosure,SOURCE-RAP-001,,,2026-09-19T18:00:00Z,true
RAP-CLAIM-0028,Rapuncel,RAP,eSentire: Cruciferra PUROSANGUE is sideloaded NativeAOT DLL package (~$1200/mo) with AV/EDR kill; COCONUT is standalone EXE (~$650/mo) with Defender exclusion.,eSentire,TRU,Malware-as-a-Service Cocktail: ErrTraffic and Cruciferra - Killing Your EDR Since 2025,https://www.esentire.com/blog/malware-as-a-service-cocktail-errtraffic-and-cruciferra-killing-your-edr-since-2025,2026-08-19,PRIMARY,PRIMARY_SOURCE,High,false,track:cruciferra|PUROSANGUE|COCONUT,SOURCE-RAP-ESE-001,,Independent of Rapuncel delivery.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0029,Rapuncel,RAP,"eSentire: PUROSANGUE builder allows legitimate app sideload target, persistence, COM Elevation Moniker UAC bypass, AV/EDR kill, file pumping, custom process targets; default 145 AV/EDR names.",eSentire,TRU,Malware-as-a-Service Cocktail: ErrTraffic and Cruciferra - Killing Your EDR Since 2025,https://www.esentire.com/blog/malware-as-a-service-cocktail-errtraffic-and-cruciferra-killing-your-edr-since-2025,2026-08-19,PRIMARY,PRIMARY_SOURCE,High,false,track:cruciferra|RAP-H-CRY,SOURCE-RAP-ESE-001,,Matches Rapuncel 145 count.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0030,Rapuncel,RAP,"eSentire Cruciferra sample used DCRCVDrv.sys BYOVD; Rapuncel campaign used Alinubx/CcProtect instead — same crypter class, different driver choice.",eSentire,TRU,Malware-as-a-Service Cocktail: ErrTraffic and Cruciferra - Killing Your EDR Since 2025,https://www.esentire.com/blog/malware-as-a-service-cocktail-errtraffic-and-cruciferra-killing-your-edr-since-2025,2026-08-19,PRIMARY,PRIMARY_SOURCE,High,false,track:cruciferra|driver,SOURCE-RAP-ESE-001,SOURCE-RAP-001,Supports RAP-H-CRY separation.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0031,Rapuncel,RAP,eSentire IOC table includes Alinubx.sys hash 611b3ba687b7f46319a19609605ddfe5225e6d85277d8e923eea3fdb6f7b5b61.,eSentire,TRU,Malware-as-a-Service Cocktail: ErrTraffic and Cruciferra - Killing Your EDR Since 2025,https://www.esentire.com/blog/malware-as-a-service-cocktail-errtraffic-and-cruciferra-killing-your-edr-since-2025,2026-08-19,PRIMARY,CORROBORATED,High,false,ioc|Alinubx|track:cruciferra,SOURCE-RAP-ESE-001,SOURCE-RAP-001,Independent listing of same hash.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0032,Rapuncel,RAP,On 2026-09-19 from UK vantage: LastPass-Authenticator and LastPass-S GitHub orgs/pages return 404.,P.K. Sharma,,GitHub removed the fake LastPass repositories. Four of the six Rapuncel domains still resolve,https://www.pk-sharma.com/briefing/fake-lastpass-github-rapuncel-domains-still-resolve,2026-09-19,INDEPENDENT_CORROBORATION,PRIMARY_SOURCE,High,false,infrastructure|GitHub|OBSERVED-by-researcher,SOURCE-RAP-PK-001,,Independent post-disclosure check.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0033,Rapuncel,RAP,"On 2026-09-19: four of six report domains still resolved on some/all of 1.1.1.1,1.1.1.2,8.8.8.8,9.9.9.9; albinofennel.com and icansamyope.com NXDOMAIN all four.",P.K. Sharma,,GitHub removed the fake LastPass repositories. Four of the six Rapuncel domains still resolve,https://www.pk-sharma.com/briefing/fake-lastpass-github-rapuncel-domains-still-resolve,2026-09-19,INDEPENDENT_CORROBORATION,PRIMARY_SOURCE,High,false,infrastructure|dns,SOURCE-RAP-PK-001,,RESOLVING != serving malware / C2 active.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0034,Rapuncel,RAP,istatlmenus.com and macperformancetools.com resolved on all four tested resolvers including malware-blocking resolvers.,P.K. Sharma,,GitHub removed the fake LastPass repositories. Four of the six Rapuncel domains still resolve,https://www.pk-sharma.com/briefing/fake-lastpass-github-rapuncel-domains-still-resolve,2026-09-19,INDEPENDENT_CORROBORATION,PRIMARY_SOURCE,High,false,infrastructure|dns,SOURCE-RAP-PK-001,,Do not equate with active payload delivery.,2026-09-19T18:00:00Z,true
RAP-CLAIM-0035,Rapuncel,RAP,urlscan public scan 01a01b78 (2026-08-19 Hybrid Analysis tag) shows massimolongqdoj.github.io/.github/DoNotSpy11 redirecting off-domain to albinofennel.com (Cloudflare 523 Origin unreachable at scan time).,ETW urlscan,Passive,urlscan search domain:albinofennel.com / result 01a01b78-6612-77eb-89ff-405327ef33ec,https://urlscan.io/result/01a01b78-6612-77eb-89ff-405327ef33ec/,2026-08-19,OBSERVED_PASSIVE,OBSERVED_PASSIVE,High,true,infrastructure|GitHub Pages|lure,RAP-PO-0021,,Additional fraudulent GH Pages host beyond LastPass-Authenticator / edgarcostartqd / dallikilic54. Do not auto-attribute operator identity.,2026-09-19T19:10:00Z,true
RAP-CLAIM-0036,Rapuncel,RAP,urlscan public scan 019f9bc6 (2026-07-26) captured live albinofennel.com/o8ehlpnvdqan/passathook-cs2.github.io lure page (HTTP 200 Cloudflare) titled Passathook Cs2 · Github.,ETW urlscan,Passive,urlscan search domain:albinofennel.com / result 019f9bc6-946f-701b-bffc-eded8020c489,https://urlscan.io/result/019f9bc6-946f-701b-bffc-eded8020c489/,2026-07-26,OBSERVED_PASSIVE,CORROBORATED,High,true,lineage|BoryptGrab|infrastructure,RAP-PO-0021,RAP-CLAIM-0022,Independently corroborates LastPass passathook-cs2 brand path on payload host; not byte proof of BoryptGrab identity.,2026-09-19T19:10:00Z,true
RAP-CLAIM-0037,Rapuncel,RAP,crt.sh CT: istatlmenus.com and macperformancetools.com share earliest not_before 2026-03-06; zaffersnouty.com first 2026-02-07; albinofennel.com first 2026-07-19; hanselarinmusky.com first 2026-08-06; icansamyope.com zero CT hits.,ETW crt.sh,Passive,HTTP GET crt.sh output=json for Rapuncel domains,https://crt.sh/?q=istatlmenus.com,2026-09-19,OBSERVED_PASSIVE,OBSERVED_PASSIVE,High,true,infrastructure|CT|chronology,RAP-PO-0007;RAP-PO-0009;RAP-PO-0011;RAP-PO-0001;RAP-PO-0003,,Chronology only — not actor ownership. Payload hosts appear later than traffic-director/terminal domains.,2026-09-19T19:10:00Z,true
RAP-CLAIM-0038,Rapuncel,RAP,Cloudflare DoH 2026-09-19: albinofennel.com returns NXDOMAIN (Status=3); istatlmenus.com/macperformancetools.com/zaffersnouty.com/hanselarinmusky.com still resolve to Cloudflare A records.,ETW Cloudflare DoH,Passive,DNS-over-HTTPS A queries,https://cloudflare-dns.com/dns-query?name=albinofennel.com&type=A,2026-09-19,OBSERVED_PASSIVE,OBSERVED_PASSIVE,High,true,infrastructure|dns,RAP-PO-0022,,RESOLVING != serving malware. Aligns with PK Sharma NXDOMAIN for albinofennel; adds hanselarinmusky still resolving.,2026-09-19T19:10:00Z,true
RAP-CLAIM-0039,Rapuncel,RAP,eSentire published Cruciferra IOC list includes DCRCVDrv.sys SHA-256 87e8d39db624f37d3e77aedf487a2dfd197f71a4730ea74f4e7a4341deaec2ff and Cruciferra DLL 0ae0a7f118b80e4655b8b86bb421c151a8f17930e76e714b2fa199409f3af9ce — distinct from Rapuncel Alinubx 611b3ba6… (shared tooling class ≠ same actor).,eSentire,TRU / GitHub IOCs,cruciferra-IoCs-08-12-2026.txt,https://raw.githubusercontent.com/eSentire/iocs/main/Cruciferra/cruciferra-IoCs-08-12-2026.txt,2026-08-12,PRIMARY,PRIMARY_SOURCE,High,false,track:cruciferra|driver|lineage,PS-RAP-002,RAP-CLAIM-0030,Do not merge DCRCVDrv into Rapuncel campaign IOC set without independent Rapuncel linkage.,2026-09-19T19:10:00Z,true
RAP-CLAIM-0040,Rapuncel,RAP,eSentire Cruciferra sideloaded-apps CSV lists Microsoft vsdbg.exe among PUROSANGUE sideload targets (hash 3be2a5198dc46686ac514b8c70ecb28a8aff4dd56d4d0c60f66ebf5518ec85c9) — same legitimate host binary class used in Rapuncel delivery.,eSentire,TRU / GitHub IOCs,cruciferra_sideloaded_apps.csv,https://raw.githubusercontent.com/eSentire/iocs/main/Cruciferra/cruciferra_sideloaded_apps.csv,2026-08-19,PRIMARY,PRIMARY_SOURCE,Moderate,false,track:cruciferra|DLL-sideload|RAP-H-CRY,PS-RAP-003,RAP-CLAIM-0009,Supports crypter-supplied sideload catalog overlap; not proof same campaign operator.,2026-09-19T19:10:00Z,true
RAP-CLAIM-0041,Rapuncel,RAP,LOLDrivers entry for CcProtect.sys documents SHA-256 5f0cfe8357bb52b45068ddbac053e32bc38e6cb5e086746f5402657b0a5cfb1c Creation Timestamp 2022-03-04 and WHCP-signed CnCrypt Protect Driver metadata matching Delphos Alinubx identity-swap baseline.,LOLDrivers,,CcProtect.sys driver entry 3e3067b0-3d74-46fe-9f57-1ae3a0293958,https://www.loldrivers.io/drivers/3e3067b0-3d74-46fe-9f57-1ae3a0293958/,2026-08-27,PRIMARY,PRIMARY_SOURCE,High,false,driver|CcProtect|Alinubx,PS-RAP-004,RAP-CLAIM-0016,Reference driver corpus for Alinubx comparison; shared vulnerable driver ≠ Rapuncel exclusive.,2026-09-19T19:10:00Z,true
